User Id, Group, DOF real T, DOF real R, DOF virtual T, DOF virtual R, task R DOF, task T DOF, target distance T [m], target width T [m], target distance R [m], target width R [m], ID effective R [bit], ID effective T [bit], ID combined [bit], repetition, trial, button clicks, successful clicks, Hit, hit type, MT [s], effective end pos, effective A trans [m], overshoots T, peak acceleration T [m/s^2], movement continuity T, error T [m], peak speed T [m/s], first reversal T, reversal points T, effective end rot, effective A rot [m], overshoots R, peak acceleration R [°/s^2], movement continuity R, error R, peak speed R, first reversal R, reversal points R, Cursor, TP [bit/s], 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 0, 1, 1, 1, Manual, 2.17274808883667, (0.177  0.003  -0.001), 0.3535423420052703, 0, 4.83224471735142, -1.0595823415421344, 0.0038520809887074236, 0.6834266075470963, 0.06814728487460671, 27, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 1, 2, 2, 1, Manual, 1.5488195419311523, (-0.176  0.000  -0.006), 0.3529548158566645, 1, 5.883912670014934, -0.36726010690785427, 0.0057693942663043845, 0.6555896515680474, 0.04469901551896471, 15, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 2, 3, 3, 1, Manual, 1.7333097457885742, (0.176  0.001  0.000), 0.35156763389159834, 1, 10.699061099194735, -0.23993198122511336, 0.0016153233204404675, 0.7784858776067072, 0.06746886128386684, 19, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 3, 4, 4, 1, Manual, 1.4001283645629883, (-0.180  -0.000  0.004), 0.35614840528026376, 1, 7.588810182506041, -0.4432441518130074, 0.006259018883982615, 0.8122257690822084, 0.02147319225260848, 10, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 4, 5, 5, 1, Manual, 1.6167259216308594, (0.179  -0.001  0.000), 0.3588689261227965, 1, 5.687655141575139, -0.8599344144360714, 0.0037777772527733565, 0.9290555552431661, 0.05072383289188252, 15, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 5, 6, 6, 1, Manual, 1.3329505920410156, (-0.178  -0.001  0.001), 0.35642422855305017, 1, 6.042126935045994, -0.2647533441550896, 0.0028830929047727926, 0.7200594004142845, 0.021767521065410998, 10, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 6, 7, 7, 1, Manual, 1.693495750427246, (0.176  -0.002  -0.002), 0.3541682292788337, 1, 7.37066538108235, -0.1962859731050016, 0.003289719442917506, 0.9283258609016086, 0.032827500777593055, 17, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 7, 8, 8, 1, Manual, 1.683156967163086, (-0.179  -0.003  -0.001), 0.35587053288598314, 2, 5.092987566908102, -0.7406968424129639, 0.005319072579179642, 0.8054402125321652, 0.015422724560151495, 17, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 8, 9, 9, 1, Manual, 1.6496219635009766, (0.174  -0.002  -0.005), 0.35365737394818575, 1, 4.906970471661204, -0.7652301841185012, 0.005498085136824396, 0.7387276009770872, 0.015069122564005258, 16, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 9, 10, 10, 1, Manual, 1.2947120666503906, (-0.180  -0.001  -0.000), 0.35464642182698275, 1, 5.291495571453758, -0.35249386839787455, 0.005443857872057955, 0.7485281943033028, 0.03236848778645851, 11, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 10, 11, 11, 1, Manual, 1.4995670318603516, (0.178  -0.001  -0.000), 0.3581680692727235, 1, 6.098497916461729, -0.6840137118687164, 0.0028848642122057794, 0.9494219214911582, 0.019489303332527356, 12, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 11, 12, 12, 1, Manual, 1.6831283569335938, (-0.174  -0.002  -0.005), 0.3520660662842586, 1, 4.280783684914439, -0.3648240718689717, 0.0053122151245292345, 0.6095089923264748, 0.041558318088449335, 17, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 12, 13, 13, 1, Manual, 1.6388778686523438, (0.178  -0.003  -0.007), 0.3522839074348285, 2, 4.588450788993564, -0.3949849950685503, 0.00842189774016679, 0.7743087623682734, 0.030752623806034017, 16, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 13, 14, 14, 1, Manual, 1.7664642333984375, (-0.175  -0.004  -0.006), 0.35316857767485127, 1, 5.28187052956443, -0.889257743953591, 0.0068719732209914595, 0.8187926253284817, 0.05782707605480444, 21, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 14, 15, 15, 1, Manual, 1.3498783111572266, (0.176  -0.002  -0.002), 0.3513580793140147, 1, 6.1398200386153245, -0.4038789050462616, 0.0033971319741773576, 0.8700531342735274, 0.026700885027094376, 9, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 15, 16, 16, 1, Manual, 1.8666095733642578, (-0.175  -0.003  0.000), 0.3515713611667811, 1, 3.970046827967032, -0.36332837796307105, 0.0026607306586692112, 0.5519568034217892, 0.029906333049001185, 19, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 16, 17, 17, 1, Manual, 1.7831878662109375, (0.174  -0.004  -0.002), 0.34940494127965666, 1, 8.259267818965316, -0.3120043799225347, 0.004434678544546209, 0.8957979068771146, 0.04421230655290186, 19, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 17, 18, 18, 1, Manual, 1.5997314453125, (-0.174  0.001  -0.000), 0.3485108050168566, 1, 5.783019366630479, -0.531955394307371, 0.0014976357502276658, 0.8035844825458075, 0.03109578337399867, 14, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 18, 19, 19, 1, Manual, 1.6850090026855469, (0.179  -0.002  -0.001), 0.35340215208292575, 1, 3.4202640397191515, -0.2210548902527887, 0.004618086814790855, 0.6784055335827844, 0.026152155537358546, 16, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, 6.484785097033924, 6.484785097033924, 20, 19, 20, 20, 1, Manual, 1.6828384399414062, (-0.175  0.000  -0.000), 0.35412760539056676, 1, 7.092998091272563, -0.5744319131748408, 0.0004850608466880962, 0.7573074964436664, 0.019920248673742817, 15, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 3.853480490533431, 
13, 2, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 20, 21, 21, 1, Manual, 1.3841323852539062, (-0.178  0.002  -0.001), 0.35334447057540097, 1, 11.888234233380112, -0.09874943580417668, 0.0042922627345274725, 0.8602329579600387, 0.028364288485249453, 13, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
