User Id, Group, DOF real T, DOF real R, DOF virtual T, DOF virtual R, task R DOF, task T DOF, target distance T [m], target width T [m], target distance R [m], target width R [m], ID effective R [bit], ID effective T [bit], ID combined [bit], repetition, trial, button clicks, successful clicks, Hit, hit type, MT [s], effective end pos, effective A trans [m], overshoots T, peak acceleration T [m/s^2], movement continuity T, error T [m], peak speed T [m/s], first reversal T, reversal points T, effective end rot, effective A rot [m], overshoots R, peak acceleration R [°/s^2], movement continuity R, error R, peak speed R, first reversal R, reversal points R, Cursor, TP [bit/s], 
11, 4, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 0, 1, 1, 1, Manual, 3.301630973815918, (0.174  -0.001  -0.002), 0.3464458997559877, 0, 12.148758865915694, -0.5535567402159354, 0.002224507452679292, 0.9404392037371981, 0.0750900549667118, 50, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
11, 4, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 1, 2, 2, 1, Manual, 2.21614933013916, (-0.180  -0.002  -0.009), 0.3544921309206909, 2, 6.432588478324709, -0.7237599097367353, 0.01049890239917257, 1.0140428412590148, 0.041186885756726105, 30, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
11, 4, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 2, 3, 3, 1, Manual, 2.1669559478759766, (0.177  -0.004  -0.006), 0.35695038504246934, 0, 6.940489957092304, -0.5953053664245751, 0.007156756477572649, 1.2096694422709038, 0.05950748878378135, 27, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
11, 4, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 3, 4, 4, 1, Manual, 2.0833826065063477, (-0.173  0.001  -0.005), 0.3500254151453162, 1, 9.764398088308463, -0.530540403067669, 0.005566223304354374, 1.3153355293546014, 0.009609476205080465, 26, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
11, 4, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 4, 5, 5, 1, Manual, 2.412045478820801, (0.175  -0.004  -0.006), 0.3483900684185583, 1, 8.370560318799267, -0.23418624804686772, 0.006634776316699935, 0.9011061071850813, 0.06864964124501223, 32, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
11, 4, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 5, 6, 6, 1, Manual, 2.950725555419922, (-0.178  -0.000  -0.003), 0.35306905511873093, 2, 9.840579648752987, -0.2967192349960132, 0.004158409446006976, 0.9723134127491991, 0.008999226426702745, 43, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
11, 4, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 6, 7, 7, 1, Manual, 2.3505096435546875, (0.173  -0.001  -0.004), 0.3509306231987612, 1, 7.506854362600119, -0.3933231549095505, 0.004541120383747825, 0.9157463403770914, 0.029370528535987695, 31, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
11, 4, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 7, 8, 8, 1, Manual, 2.183605194091797, (-0.178  -0.003  -0.009), 0.35095193396363483, 1, 9.944214267205377, -0.49578062413063156, 0.010014651443744927, 1.082378752520817, 0.015813853647861517, 30, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
11, 4, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 8, 9, 9, 1, Manual, 2.8840370178222656, (0.170  0.006  0.003), 0.3481476724360681, 1, 7.979671153649437, -0.6010799457132049, 0.00812956735651086, 0.9075694905662561, 0.03888009379827092, 41, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
11, 4, 3, 3, 3, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 9, 10, 10, 1, Manual, 2.0165462493896484, (-0.176  0.002  0.002), 0.34634600043208036, 1, 11.057950600801796, -0.6180847053273222, 0.0030305980636777126, 1.160967775215467, 0.014449618750728184, 23, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
