USER_ID, GROUP, DOF real R, DOF virtual R, target distance R, target width R, TARGET_DISTANCE_ROTATE, TARGET_WIDTH_ROTATE, ID combined, ID R, REPETITION, TRIAL, SUCCESSFUL CLICKS, Hit, OVERSHOOTS R, PEAK ACCELERATION R, MOVEMENT CONTINUITY R, PEAK SPEED R, HIT TYPE, MT, ERROR R , FIRST REVERSAL R, REVERSAL POINTS R, TP, 
6, 1, 3, 1, 100, 6.666666666666667, 100, 6.666666666666667, 4, 4, 8, 1, 3, 1, 1, 3750.077247071769, 0.0, 528.306733924468, Manual, 13.849983215332031, 2.648403324173617, 0, 3, 0.28880901426450617, 
6, 1, 3, 1, 100, 6.666666666666667, 100, 6.666666666666667, 4, 4, 8, 2, 5, 1, 1, 7945.430498176825, -0.2753209566727275, 644.0273862910707, Manual, 1.1538715362548828, 0.18729329506051653, nan, 2, 3.4665904083073125, 
6, 1, 3, 1, 100, 6.666666666666667, 100, 6.666666666666667, 4, 4, 8, 3, 7, 1, 1, 6435.161211211017, -0.11503602018786668, 651.7333442807981, Manual, 0.8186759948730469, 1.9335593300118732, 87.78199985879596, 1, 4.885937813066432, 
6, 1, 3, 1, 100, 6.666666666666667, 100, 6.666666666666667, 4, 4, 8, 4, 9, 1, 0, 5509.914319786121, -0.20792614860666692, 511.1334567485701, Manual, 0.8026466369628906, 2.3477749012601006, nan, 1, 4.983513062654164, 
6, 1, 3, 1, 100, 6.666666666666667, 100, 6.666666666666667, 4, 4, 8, 5, 11, 1, 0, 6519.6832679877925, -0.2200850010541286, 585.6098099544838, Manual, 0.7022991180419922, 2.8374352772070073, 77.82660212737775, 1, 5.695578845595005, 
6, 1, 3, 1, 100, 6.666666666666667, 100, 6.666666666666667, 4, 4, 8, 6, 11, 0, 1, 6200.412583596208, 0.0, 688.6150975375119, Manual, 0.6521091461181641, 5.2055506208663775, 77.82660212737775, 0, 6.133942490779279, 
6, 1, 3, 1, 100, 6.666666666666667, 100, 6.666666666666667, 4, 4, 8, 7, 13, 1, 1, 4091.914345542497, -0.07591604609723544, 492.6911058240073, Manual, 0.8696098327636719, 2.457842406247541, 88.05902461808978, 1, 4.599763996788953, 
6, 1, 3, 1, 100, 6.666666666666667, 100, 6.666666666666667, 4, 4, 8, 8, 13, 0, 1, 11456.470179166143, -0.018299440052267177, 784.1383923187705, Manual, 0.8356494903564453, 5.461074541304897, nan, 1, 4.786695912772956, 
6, 1, 3, 1, 100, 3.225806451612903, 100, 3.225806451612903, 5, 5, 8, 9, 15, 1, 1, 7164.22395187581, -0.10292594924622298, 697.4754990007245, Manual, 1.2377281188964844, 1.3749589909105586, 71.872098827266, 1, 4.039659375645297, 
6, 1, 3, 1, 100, 3.225806451612903, 100, 3.225806451612903, 5, 5, 8, 10, 15, 0, 1, 8073.69126005238, -0.22664065175888357, 670.9532687089312, Manual, 0.9531955718994141, 1.9536468351594702, nan, 1, 5.245513247650321, 
6, 1, 3, 1, 100, 3.225806451612903, 100, 3.225806451612903, 5, 5, 8, 11, 17, 1, 0, 11456.201493983739, -0.09573991559321147, 638.6932290124705, Manual, 1.5378303527832031, 0.8497745856501201, 64.57509396860704, 1, 3.2513339270166424, 
6, 1, 3, 1, 100, 3.225806451612903, 100, 3.225806451612903, 5, 5, 8, 12, 17, 0, 1, 8321.2377637714, -0.07956193965559341, 631.2472224000633, Manual, 0.8194465637207031, 2.163406739350671, nan, 1, 6.10167913487545, 
6, 1, 3, 1, 100, 3.225806451612903, 100, 3.225806451612903, 5, 5, 8, 13, 19, 1, 0, 8107.986253511754, -0.5013154752028646, 657.495722751805, Manual, 1.2707347869873047, 1.4394293085620395, 64.92618115627704, 1, 3.934731346935222, 
6, 1, 3, 1, 100, 3.225806451612903, 100, 3.225806451612903, 5, 5, 8, 14, 21, 1, 1, 8798.443285262696, -0.36992113691816886, 665.1839174350758, Manual, 0.8530101776123047, 0.3185356176468763, nan, 1, 5.86159477486623, 
6, 1, 3, 1, 100, 3.225806451612903, 100, 3.225806451612903, 5, 5, 8, 15, 23, 1, 2, 10489.517133983712, -0.07438767802000988, 761.1325750111951, Manual, 1.8896293640136719, 0.9002849852700942, 95.47143536630648, 2, 2.6460215401075997, 
6, 1, 3, 1, 100, 3.225806451612903, 100, 3.225806451612903, 5, 5, 8, 16, 25, 1, 1, 9849.266288128912, -0.03754402166225997, 637.4531706225117, Manual, 1.1707019805908203, 1.0910447834448824, nan, 1, 4.2709417792875355, 
6, 1, 3, 1, 100, 1.5873015873015872, 100, 1.5873015873015872, 6, 6, 8, 17, 25, 0, 2, 9787.820512738841, -0.11646654397289301, 718.5213951451005, Manual, 1.2039432525634766, 1.5410493297475196, 89.33812290371385, 1, 4.983623594571088, 
6, 1, 3, 1, 100, 1.5873015873015872, 100, 1.5873015873015872, 6, 6, 8, 18, 25, 0, 1, 8369.200259019577, -0.11434257920266386, 529.466891276081, Manual, 0.9860763549804688, 0.8546882564598735, nan, 1, 6.084721502239897, 
