User Id, Group, DOF real T, DOF real R, DOF virtual T, DOF virtual R, task R DOF, task T DOF, target distance T [m], target width T [m], target distance R [m], target width R [m], ID effective R [bit], ID effective T [bit], ID combined [bit], repetition, trial, button clicks, successful clicks, Hit, hit type, MT [s], effective end pos, effective A trans [m], overshoots T, peak acceleration T [m/s^2], movement continuity T, error T [m], peak speed T [m/s], first reversal T, reversal points T, effective end rot, effective A rot [m], overshoots R, peak acceleration R [°/s^2], movement continuity R, error R, peak speed R, first reversal R, reversal points R, Cursor, TP [bit/s], 
4, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 0, 1, 1, 1, Manual, 2.8180618286132812, (0.172  0.000  0.007), 0.34703937363528375, 0, 3.5982518491048405, -1.4805881000559056, 0.007380519163986535, 0.4844112693308382, 0.02208181044764343, 34, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
4, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 1, 2, 2, 1, Manual, 1.832427978515625, (-0.175  0.000  0.002), 0.34700660232031044, 1, 7.570075397570455, -0.27859411913220117, 0.0017089830079926478, 0.6960626078425747, 0.042250236219996844, 22, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
4, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 2, 3, 3, 1, Manual, 2.2665557861328125, (0.175  0.000  -0.001), 0.3502218116904988, 1, 4.85900472257809, -0.341143563446577, 0.0006634140958029738, 0.5211767401007803, 0.06554369597331476, 30, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
4, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 3, 4, 4, 1, Manual, 1.5997123718261719, (-0.176  0.000  -0.001), 0.35136149218822094, 1, 5.808538229598966, -0.5037571828437425, 0.00190793029894769, 0.6695853448030178, 0.10828572723384185, 21, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
4, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 4, 5, 5, 1, Manual, 1.4663162231445312, (0.176  0.000  -0.003), 0.35226399352281024, 1, 8.327191896165415, -0.3807300898524979, 0.0027839501270014943, 0.977252385279664, 0.01751717706601308, 15, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
4, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 5, 6, 6, 1, Manual, 1.3829154968261719, (-0.175  0.000  0.002), 0.3510184867921704, 1, 4.67524877073398, -0.47854309842339937, 0.0018134369352137882, 0.7451475459557034, 0.049464215272039314, 14, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
4, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 6, 7, 7, 1, Manual, 1.6831779479980469, (0.176  0.000  -0.006), 0.3516948524669598, 1, 8.955981627951859, -0.5016532519607939, 0.005727588875044293, 0.7401966627589546, 0.027496964099937772, 20, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
4, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 7, 8, 8, 1, Manual, 1.6831741333007812, (-0.175  0.000  0.000), 0.3519161899976129, 1, 5.354911124616717, -0.27774664629825024, 0.0004946529114003702, 0.8925762741549963, 0.02144844835956456, 17, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
4, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 8, 9, 9, 1, Manual, 1.2661628723144531, (0.172  0.000  0.000), 0.3475660292778269, 1, 7.459536253015055, -0.7697010321252017, 0.0028815266726272947, 1.085570440648809, 0.010612031963665483, 10, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
4, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 9, 10, 10, 1, Manual, 1.3497734069824219, (-0.177  0.000  0.002), 0.34952758338649015, 1, 6.6411933259199, -0.1747682764389018, 0.0029282720972896945, 0.8345915899492197, 0.053047067608532075, 13, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
