User Id, Group, DOF real T, DOF real R, DOF virtual T, DOF virtual R, task R DOF, task T DOF, target distance T [m], target width T [m], target distance R [m], target width R [m], ID effective R [bit], ID effective T [bit], ID combined [bit], repetition, trial, button clicks, successful clicks, Hit, hit type, MT [s], effective end pos, effective A trans [m], overshoots T, peak acceleration T [m/s^2], movement continuity T, error T [m], peak speed T [m/s], first reversal T, reversal points T, effective end rot, effective A rot [m], overshoots R, peak acceleration R [°/s^2], movement continuity R, error R, peak speed R, first reversal R, reversal points R, Cursor, TP [bit/s], 
7, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 0, 1, 1, 1, Manual, 3.818540573120117, (0.174  0.000  0.001), 0.3499928319174363, 0, 3.665975444894737, -0.23280362224532813, 0.0019223143041884275, 0.4727789738966121, 0.036268760449268654, 49, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
7, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 1, 2, 2, 1, Manual, 2.949390411376953, (-0.175  0.000  0.003), 0.3481960942623929, 1, 8.422035751222053, -0.5764036083892691, 0.003477184188112715, 1.1229404598791597, 0.05757658029858675, 43, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
7, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 2, 3, 3, 1, Manual, 3.3175811767578125, (0.176  0.000  -0.003), 0.3508015011014784, 1, 4.0953391089588616, -0.7248713777098174, 0.0032036710517077457, 0.6885717539870646, 0.02368717358426205, 45, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
7, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 3, 4, 4, 1, Manual, 2.1680946350097656, (-0.175  0.000  -0.001), 0.3508694993687623, 1, 9.831339773036422, -0.459685203867078, 0.0007619640461387448, 0.9660278148524473, 0.008859301610623599, 25, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
7, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 4, 5, 5, 1, Manual, 3.884296417236328, (0.174  0.000  0.000), 0.3486705852395769, 1, 7.069398361798162, -0.853758189612391, 0.0010392196143481978, 1.019414031570761, 0.0074068217446680166, 62, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
7, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 5, 6, 6, 1, Manual, 2.7168617248535156, (-0.176  0.000  0.000), 0.35043503579444785, 1, 14.081638668111038, -0.10617216251708991, 0.0014856880877369512, 0.871228348766417, 0.07083567889054077, 38, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
7, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 6, 7, 7, 1, Manual, 2.6165542602539062, (0.175  0.000  -0.000), 0.3513369032877833, 2, 7.75153287584459, -1.0991056731389908, 0.000313808226138389, 0.890297249180366, 0.010174218067375196, 34, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
7, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 7, 8, 8, 1, Manual, 3.2926597595214844, (-0.177  0.000  -0.001), 0.3520091891964609, 1, 7.758650100629613, -0.27785063057352066, 0.0021797087842628992, 0.6741324999659936, 0.039401704434763055, 37, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
7, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 8, 9, 9, 1, Manual, 2.533519744873047, (0.173  0.000  -0.000), 0.34985326235005376, 1, 7.4324658890442485, -1.0758860859107655, 0.0022375850506404934, 1.0649210354641676, 0.008402077056803157, 34, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
7, 4, 2, 1, 2, 0, 0, 1, 0.35, 0.03, 0, 0, 0, -, 0, 20, 9, 10, 10, 1, Manual, 2.38348388671875, (-0.175  0.000  0.000), 0.3481641764186584, 1, 6.379711823237767, -0.3611968939608737, 0.00039951339354270786, 0.7755324035499688, 0.02990408065185977, 31, (1.000  0.000  0.000  0.000), 0.0, 0, 0, #div0, 0, 0, 0, 0, Phone, 0.0, 
